Title,PubDate,Author,,,,,,,,,,,,,,,,,,,,,
 and the Cotton (1860)",1860,"Ingraham, J. H. (Joseph Holt), 1809-1860",,,,,,,,,,,,,,,,,,,,,
"The Throne of David, from the Consecration of the Shepard of
 Bethleham, to the Rebellion of Prince Absalom ... In a Series of
 Letters Addressed by an Assyrian Ambassador, Resident at the Court
 of Saul and David to His Lord and King on the Throne of Ninevah
 (1860)",1860,"Ingraham, J. H. (Joseph Holt), 1809-1860",,,,,,,,,,,,,,,,,,,,,
"The Treason of Arnold: A Tale of West Point during the American
 Revolution . . . (1847)",1847,"Ingraham, J. H. (Joseph Holt), 1809-1860",,,,,,,,,,,,,,,,,,,,,
The Wing of the Wind: A Nouelette of the Sea . . . (1845),1845,"Ingraham, J. H. (Joseph Holt), 1809-1860",,,,,,,,,,,,,,,,,,,,,
"The Hawks of Hawk-Hollow, volume 1: A Tradition of
 Pennsylvania. (1835)",1835,"Bird, Robert Montgomery, 1806-1854",,,,,,,,,,,,,,,,,,,,,
"The Hawks of Hawk-Hollow, volume 2: A Tradition of
 Pennsylvania. (1835)",1835,"Bird, Robert Montgomery, 1806-1854",,,,,,,,,,,,,,,,,,,,,
"The Infidel; or, the Fall of Mexico, Volume 1 (1835)",1835,"Bird, Robert Montgomery, 1806-1854",,,,,,,,,,,,,,,,,,,,,
"The Infidel; or, the Fall of Mexico, Volume 2 (1835)",1835,"Bird, Robert Montgomery, 1806-1854",,,,,,,,,,,,,,,,,,,,,
Dukesborough Tales. By Philemon Perch [pseud]. (1871),1871,"Johnston, Richard Malcolm, 1822-1898",,,,,,,,,,,,,,,,,,,,,
Border war; a Tale of Disunion. By J. B. Jones. (1859),1859,"Jones, J. B. (John Beauchamp), 1810-1866",,,,,,,,,,,,,,,,,,,,,
"Freaks and Fortune; or, The History of Adventures of Ned Lorn.
 (1854)",1854,"Jones, J. B. (John Beauchamp), 1810-1866",,,,,,,,,,,,,,,,,,,,,
"The Western Merchant: A Narrative. Containing Useful
 Instruction for the Western Man of Business . . . By Luke
 Shortfield [pseud.] (1849)",1849,"Jones, J. B. (John Beauchamp), 1810-1866",,,,,,,,,,,,,,,,,,,,,
"Wild Western Scenes -- Second Series. The War-Path: a Narrative
 of Adventures in the Wilderness. (1856)",1856,"Jones, J. B. (John Beauchamp), 1810-1866",,,,,,,,,,,,,,,,,,,,,
"Wild Western Scenes; or The White Spirit of the Wilderness.
 Being a Narrative of Adventures, Embracing the Same Characters
 Portrayed in the Original _,1863""","Jones, J. B. (John Beauchamp), 1810-1866",,,,,,,,,,,,,,,,,,,,,,
"The Winkles, or, The Merry Monomaniacs. (1855)",1855,"Jones, J. B. (John Beauchamp), 1810-1866",,,,,,,,,,,,,,,,,,,,,
"The Buccaneers: A Romance of Our Own Count[r]y in Its Ancient
 Day . . . [by] Yclept Terentius Phlogobombos [pseud] . . . In Five
 Books, Volume 1 (1827)",1827,"Judah, Samuel B. H. (Samuel Benjamin Helbert), ca.
1799-1876",,,,,,,,,,,,,,,,,,,,,
"The Buccaneers: A Romance of Our Own Count[r]y in Its Ancient
 Day . . . [by] Yclept Terentius Phlogobombos [pseud] . . . In Five
 Books, Volume 2 (1827)",1827,"Judah, Samuel B. H. (Samuel Benjamin Helbert), ca.
1799-1876",,,,,,,,,,,,,,,,,,,,,
"Margaret: A Tale of the Real and the Ideal, Blight and Bloom
 (1851) [Volume 1]: a machine-readable transcript",1851,"Judd, Sylvester, 1813-1853",,,,,,,,,,,,,,,,,,,,,
Work: A Story of Experience. (1873),1873,"Alcott, Louisa May, 1832-1888",,,,,,,,,,,,,,,,,,,,,
"Peter Pilgrim; or, A Rambler's Recollections, Volume 1 . . .
 (1838)",1838,"Bird, Robert Montgomery, 1806-1854",,,,,,,,,,,,,,,,,,,,,
"Margaret: A Tale of the Real and the Ideal, Blight and Bloom
 (1851) [Volume 2]: a machine-readable transcript",1851,"Judd, Sylvester, 1813-1853",,,,,,,,,,,,,,,,,,,,,
"Margaret: A Tale of the Real and Ideal, Blight and Bloom;
 Including Sketches of a Place Not Before Described, Called Mons
 Christi . . . (1845)",1845,"Judd, Sylvester, 1813-1853",,,,,,,,,,,,,,,,,,,,,
"Richard Edney and the Governor's Family: A Rus-Urban Tale . . .
 (1850)",1850,"Judd, Sylvester, 1813-1853",,,,,,,,,,,,,,,,,,,,,
"Horse Shoe Robinson: A Tale of the Tory Ascendency . . .
 (1835)",1835,"Kennedy, John Pendleton, 1795-1870",,,,,,,,,,,,,,,,,,,,,
"Quodlibet: Containing Some Annals Thereof: With an Authentic
 Account of the Origin and Growth of the Borough . . . Edited by
 Solomon Secondthoughts [pseud] (1840)",1840,"Kennedy, John Pendleton, 1795-1870",,,,,,,,,,,,,,,,,,,,,
"Rob of the Bowl: A Legend of St. Inigoe's, Volume 1 . . .
 (1838)",1838,"Kennedy, John Pendleton, 1795-1870",,,,,,,,,,,,,,,,,,,,,
"Rob of the Bowl: A Legend of St. Inigoe's, Volume 2 . . .
 (1838)",1838,"Kennedy, John Pendleton, 1795-1870",,,,,,,,,,,,,,,,,,,,,
"Swallow Barn; or, A Sojourn in the Old Dominion, Volume 1
 (1832)",1832,"Kennedy, John Pendleton, 1795-1870",,,,,,,,,,,,,,,,,,,,,
"Swallow Barn; or, A Sojourn in the Old Dominion, Volume 2
 (1832)",1832,"Kennedy, John Pendleton, 1795-1870",,,,,,,,,,,,,,,,,,,,,
A New Home--Who'll Follow? (1839),1839,"Kirkland, Caroline M. (Caroline Matilda), 1801-1864",,,,,,,,,,,,,,,,,,,,,
"Peter Pilgrim; or, A Rambler's Recollections, Volume 2 . . .
 (1838)",1838,"Bird, Robert Montgomery, 1806-1854",,,,,,,,,,,,,,,,,,,,,
"Dahcotah; or, Life and Legends of the Sioux [Editor] [by Mary
 (Henderson) Eastman] (1849)",1849,"Kirkland, Caroline M. (Caroline Matilda), 1801-1864",,,,,,,,,,,,,,,,,,,,,
"Forest Life, volume 1 (1850)",1850,"Kirkland, Caroline M. (Caroline Matilda), 1801-1864",,,,,,,,,,,,,,,,,,,,,
"Forest Life, volume 2 (1850)",1850,"Kirkland, Caroline M. (Caroline Matilda), 1801-1864",,,,,,,,,,,,,,,,,,,,,
The Fountain and the Bottle: John Hinchley (1850),1850,"Kirkland, Caroline M. (Caroline Matilda), 1801-1864",,,,,,,,,,,,,,,,,,,,,
Western Clearings . . . (1845),1845,"Kirkland, Caroline M. (Caroline Matilda), 1801-1864",,,,,,,,,,,,,,,,,,,,,
Tiger-Lilies: A Novel. (1867),1867,"Lanier, Sidney, 1842-1881",,,,,,,,,,,,,,,,,,,,,
"Sheppard Lee, volume 1 (1836)",1836,"Bird, Robert Montgomery, 1806-1854",,,,,,,,,,,,,,,,,,,,,
"Adrian, the Neophyte . . . (1843)",1843,"Lippard, George, 1822-1854",,,,,,,,,,,,,,,,,,,,,
The Battle-Day of Germantown . . . (1843),1843,"Lippard, George, 1822-1854",,,,,,,,,,,,,,,,,,,,,
"Herbert Tracy; or, The Legend of the Black Rangers. A Romance
 of the Battle-field of Germantown . . . (1844)",1844,"Lippard, George, 1822-1854",,,,,,,,,,,,,,,,,,,,,
"The Killers: A Narrative of Real Life in Philadelphia . . . By
 a Member of the Philadelphia Bar (1850)",1850,"Lippard, George, 1822-1854",,,,,,,,,,,,,,,,,,,,,
"The Ladye Annabel; or, The Doom of the Poisoner. A Romance by
 an Unknown Author . . . (1844)",1844,"Lippard, George, 1822-1854",,,,,,,,,,,,,,,,,,,,,
Legends of Mexico . . . (1847),1847,"Lippard, George, 1822-1854",,,,,,,,,,,,,,,,,,,,,
"The Man with the Mask: A Sequel to the Memoirs of a Preacher. A
 Revelation of the Church and the Home . . . (1849)",1849,"Lippard, George, 1822-1854",,,,,,,,,,,,,,,,,,,,,
"Memoirs of a Preacher: A Revelation of the Church and the Home
 [\""second edition\"" on front cover] (1849)",1849,"Lippard, George, 1822-1854",,,,,,,,,,,,,,,,,,,,,
"Sheppard Lee, volume 2 (1836)",1836,"Bird, Robert Montgomery, 1806-1854",,,,,,,,,,,,,,,,,,,,,
"Paul Ardenheim, the Monk of Wissahikon (1848)",1848,"Lippard, George, 1822-1854",,,,,,,,,,,,,,,,,,,,,
"The Rose of Wissahikon; or, The Fourth of July, 1776. A
 Romance, Embracing the Secret History of the Declaration of
 Independence . . . (1847)",1847,"Lippard, George, 1822-1854",,,,,,,,,,,,,,,,,,,,,
"Washington and His Generals; or, Legends of the Revolution
 (1847)",1847,"Lippard, George, 1822-1854",,,,,,,,,,,,,,,,,,,,,
"Modern Chivalry: Containing the Adventures of Captain John
 Farrago, and Teague O'Regan, His Servant, Part I, Volumes 1-3
 (1792)(1793): a machine-readable transcript",1793,"Brackenridge, H. H. (Hugh Henry), 1748-1816",,,,,,,,,,,,,,,,,,,,,
The Bald Eagle (1840),1840,"Longfellow, Henry Wadsworth, 1807-1882",,,,,,,,,,,,,,,,,,,,,
Hyperion. Volume 2 (1839),1839,"Longfellow, Henry Wadsworth, 1807-1882",,,,,,,,,,,,,,,,,,,,,
Kavanagh (1849),1849,"Longfellow, Henry Wadsworth, 1807-1882",,,,,,,,,,,,,,,,,,,,,
"Georgia Scenes, Characters, Incidents, etc., in the First
 Half Century of the Republic. By a Native Georgian (1835)",1835,"Longstreet, Augustus Baldwin, 1790-1870",,,,,,,,,,,,,,,,,,,,,
"Master William Mitten; or, A Youth of Brilliant Talents, Who
 Was Ruined by Bad Luck. (1864)",1864,"Longstreet, Augustus Baldwin, 1790-1870",,,,,,,,,,,,,,,,,,,,,
Antony Brade. (1874),1874,"Lowell, Robert, 1816-1891",,,,,,,,,,,,,,,,,,,,,
"Modern Chivalry: Containing the Adventures of Captain John
 Farrago, and Teague O'Regan, His Servant, Part II, Volume 4 (1815):
 a machine-readable transcript",1815,"Brackenridge, H. H. (Hugh Henry), 1748-1816",,,,,,,,,,,,,,,,,,,,,
"The New Priest in Conception Bay (1858) [Volume 1]: a
 machine-readable transcript",1858,"Lowell, Robert, 1816-1891",,,,,,,,,,,,,,,,,,,,,
"The New Priest in Conception Bay (1858) [Volume 2]: a
 machine-readable transcript",1858,"Lowell, Robert, 1816-1891",,,,,,,,,,,,,,,,,,,,,
Behemoth: A Legend of the Mound-Builders (1839),1839,"Mathews, Cornelius, 1817-1889",,,,,,,,,,,,,,,,,,,,,
Big Abel and the Little Manhattan (1845),1845,"Mathews, Cornelius, 1817-1889",,,,,,,,,,,,,,,,,,,,,
The Career of Puffer Hopkins . . . (1842),1842,"Mathews, Cornelius, 1817-1889",,,,,,,,,,,,,,,,,,,,,
"Chanticleer: A Thanksgiving Story of the Peabody Family
 (1850)",1850,"Mathews, Cornelius, 1817-1889",,,,,,,,,,,,,,,,,,,,,
The Various Writings (1843),1843,"Mathews, Cornelius, 1817-1889",,,,,,,,,,,,,,,,,,,,,
The Betrothed of Wyoming (1830),1830,"McHenry, James, 1785-1845",,,,,,,,,,,,,,,,,,,,,
"Meredith; or, The Mystery of the Meschianza. A Tale of the
 American Revolution (1831)",1831,"McHenry, James, 1785-1845",,,,,,,,,,,,,,,,,,,,,
"O'Halloran; or, The Insurgent Chief. An Irish Historical Tale
 of 1798, Volume 1 . . . (1824)",1824,"McHenry, James, 1785-1845",,,,,,,,,,,,,,,,,,,,,
"O'Halloran; or, The Insurgent Chief. An Irish Historical Tale
 of 1798, Volume 2 . . . (1824)",1824,"McHenry, James, 1785-1845",,,,,,,,,,,,,,,,,,,,,
"The Wilderness; or, Braddock's Times. A Tale of the West,
 Volume 1 . . . (1823)",1823,"McHenry, James, 1785-1845",,,,,,,,,,,,,,,,,,,,,
"The Wilderness; or, Braddock's Times. A Tale of the West,
 Volume 2 . . . (1823)",1823,"McHenry, James, 1785-1845",,,,,,,,,,,,,,,,,,,,,
The Confidence-Man: His Masquerade. (1857),1857,"Melville, Herman, 1819-1891",,,,,,,,,,,,,,,,,,,,,
Israel Potter: His Fifty Years of Exile. (1855),1855,"Melville, Herman, 1819-1891",,,,,,,,,,,,,,,,,,,,,
"Mardi and a Voyage Thither, Volume 1 (1849)",1849,"Melville, Herman, 1819-1891",,,,,,,,,,,,,,,,,,,,,
"Mardi and a Voyage Thither, Volume 2 (1849)",1849,"Melville, Herman, 1819-1891",,,,,,,,,,,,,,,,,,,,,
"Moby-Dick; or, The Whale. (1851)",1851,"Melville, Herman, 1819-1891",,,,,,,,,,,,,,,,,,,,,
Omoo: A Narrative of Adventures in the South Seas (1847),1847,"Melville, Herman, 1819-1891",,,,,,,,,,,,,,,,,,,,,
"Modern Chivalry: Containing the Adventures of a Captain and
 Teague O'Regan, His Servant, Volume 1 (1804)",1804,"Brackenridge, H. H. (Hugh Henry), 1748-1816",,,,,,,,,,,,,,,,,,,,,
"Pierre; or, The Ambiguities. (1852)",1852,"Melville, Herman, 1819-1891",,,,,,,,,,,,,,,,,,,,,
Redburn: His First Voyage . . . (1849),1849,"Melville, Herman, 1819-1891",,,,,,,,,,,,,,,,,,,,,
"Typee: A Peep at Polynesian Life, Volume 1 . . . (1846)",1846,"Melville, Herman, 1819-1891",,,,,,,,,,,,,,,,,,,,,
"Typee: A Peep at Polynesian Life, Volume 2 . . . (1846)",1846,"Melville, Herman, 1819-1891",,,,,,,,,,,,,,,,,,,,,
"White-Jacket; or, The World in a Man-of-War . . . (1850)",1850,"Melville, Herman, 1819-1891",,,,,,,,,,,,,,,,,,,,,
Unwritten History: Life amongst the Modocs. (1874),1874,"Miller, Joaquin, 1837-1913",,,,,,,,,,,,,,,,,,,,,
"Doctor Johns: Being a Narrative of Certain Events in the Life
 of an Orthodox Minister of Connecticut (1866) [Volume 1]: a
 machine-readable transcript",1866,"Mitchell, Donald Grant, 1822-1908",,,,,,,,,,,,,,,,,,,,,
"Doctor Johns: Being a Narrative of Certain Events in the Life
 of an Orthodox Minister of Connecticut (1866) [Volume 2]: a
 machine-readable transcript",1866,"Mitchell, Donald Grant, 1822-1908",,,,,,,,,,,,,,,,,,,,,
Dream Life: A Fable of the Seasons. By Ik. Marvel. (1851),1851,"Mitchell, Donald Grant, 1822-1908",,,,,,,,,,,,,,,,,,,,,
"Modern Chivalry: Containing the Adventures of a Captain and
 Teague O'Regan, His Servant, Volume 2 (1804)",1804,"Brackenridge, H. H. (Hugh Henry), 1748-1816",,,,,,,,,,,,,,,,,,,,,
"Fudge doings: Being Tony Fudge's Record of the Same. In Forty
 Chapters. By Ik. Marvel (1855) [Volume 2]: a
 machine-readable transcript",1855,"Mitchell, Donald Grant, 1822-1908",,,,,,,,,,,,,,,,,,,,,
"Fudge doings: Being Tony Fudge's Record of the Same. In Forty
 Chapters. By Ik. Marvel (1855) [Volume 1]: a machine-readable
 transcript",1855,"Mitchell, Donald Grant, 1822-1908",,,,,,,,,,,,,,,,,,,,,
"Reveries of a Bachelor; or, A Book of the Heart. by Ik Marvel
 [pseud] (1850)",1850,"Mitchell, Donald Grant, 1822-1908",,,,,,,,,,,,,,,,,,,,,
"A Short Account of the Courtship of Alonzo and Melissa
 (1811)",1811,"Mitchell, I. (Isaac), ca. 1759-1812",,,,,,,,,,,,,,,,,,,,,
"The Asylum; or, Alonzo and Melissa. An American Tale, Founded
 on Fact, Volume 1 . . . (1811)",1811,"Mitchell, I. (Isaac), ca. 1759-1812",,,,,,,,,,,,,,,,,,,,,
"The Asylum; or, Alonzo and Melissa. An American Tale, Founded
 on Fact, Volume 2 . . . (1811)",1811,"Mitchell, I. (Isaac), ca. 1759-1812",,,,,,,,,,,,,,,,,,,,,
"Modern Chivalry: Containing the Adventures of a Captain, &amp;c. Part II, Volume 2 (1804-5): a machine-readable transcript",1805,"Brackenridge, H. H. (Hugh Henry), 1748-1816",,,,,,,,,,,,,,,,,,,,,
"Merry-mount: A Romance of the Massachusetts Colony, Volume 1
 (1849)",1849,"Motley, John Lothrop, 1814-1877",,,,,,,,,,,,,,,,,,,,,
"Merry-mount: A Romance of the Massachusetts Colony, Volume 2
 (1849)",1849,"Motley, John Lothrop, 1814-1877",,,,,,,,,,,,,,,,,,,,,
"Morton's Hope; or, The Memoirs of a Provincial, Volume 1
 (1839)",1839,"Motley, John Lothrop, 1814-1877",,,,,,,,,,,,,,,,,,,,,
"Morton's Hope; or, The Memoirs of a Provincial, Volume 2
 (1839)",1839,"Motley, John Lothrop, 1814-1877",,,,,,,,,,,,,,,,,,,,,
Juno Clifford: A Tale. (1856),1856,"Moulton, Louise Chandler, 1835-1908",,,,,,,,,,,,,,,,,,,,,
Some Women's Hearts. (1874),1874,"Moulton, Louise Chandler, 1835-1908",,,,,,,,,,,,,,,,,,,,,
"Daisy's Necklace: and What Came of It. (A Literary Episode.)
 (1857)",1857,"Aldrich, Thomas Bailey, 1836-1907",,,,,,,,,,,,,,,,,,,,,
"Modern Chivalry: Containing the Adventures of a Captain,
 &amp;c. Part II, volume 1 (1804-5): a machine-readable
 transcript",1805,"Brackenridge, H. H. (Hugh Henry), 1748-1816",,,,,,,,,,,,,,,,,,,,,
"Ellen Welles; or, the Siege of Fort Stanwix. A Tale of the
 Revolution (1848)",1848,"Myers, P. Hamilton (Peter Hamilton), 1812-1878",,,,,,,,,,,,,,,,,,,,,
The First of the Knickerbockers: A Tale of 1673 (1848),1848,"Myers, P. Hamilton (Peter Hamilton), 1812-1878",,,,,,,,,,,,,,,,,,,,,
The King of the Hurons (1850),1850,"Myers, P. Hamilton (Peter Hamilton), 1812-1878",,,,,,,,,,,,,,,,,,,,,
"The Miser's Heir, or, The Young Millionaire; and, Ellen Welles,
 or, The Siege of Fort Stanwix. (1854)",1854,"Myers, P. Hamilton (Peter Hamilton), 1812-1878",,,,,,,,,,,,,,,,,,,,,
The Prisoner of the Border: A Tale of 1838. (1857),1857,"Myers, P. Hamilton (Peter Hamilton), 1812-1878",,,,,,,,,,,,,,,,,,,,,
"The Young Patroon; or, Christmas in 1690. A Tale of New York
 (1849)",1849,"Myers, P. Hamilton (Peter Hamilton), 1812-1878",,,,,,,,,,,,,,,,,,,,,
"The Down-Easters, Volume 2 (1833)",1833,"Neal, John, 1793-1876",,,,,,,,,,,,,,,,,,,,,
Letters Found in the Ruins of Fort Braddock (1824),1824,"Brainard, John G. C. (John Gardiner Calkins), 1796-1828",,,,,,,,,,,,,,,,,,,,,
"Errata; or, The Works of Will. Adams, Volume 1 . . .
 (1823)",1823,"Neal, John, 1793-1876",,,,,,,,,,,,,,,,,,,,,
"Errata; or, The Works of Will. Adams, Volume 2 . . .
 (1823)",1823,"Neal, John, 1793-1876",,,,,,,,,,,,,,,,,,,,,
"Logan: A Family History, Volume 2 (1822)",1822,"Neal, John, 1793-1876",,,,,,,,,,,,,,,,,,,,,
"Randolph: A Novel, Volume 1 . . . (1823)",1823,"Neal, John, 1793-1876",,,,,,,,,,,,,,,,,,,,,
"Randolph: A Novel, Volume 2 . . . (1823)",1823,"Neal, John, 1793-1876",,,,,,,,,,,,,,,,,,,,,
True Womanhood: A Tale. (1859),1859,"Neal, John, 1793-1876",,,,,,,,,,,,,,,,,,,,,
"The Diamond Lens (1866): a machine-readable
 transcript",1866,"O'Brien, Fitz James, 1828-1862",,,,,,,,,,,,,,,,,,,,,
Vassall Morton. A Novel. (1856),1856,"Parkman, Francis, 1823-1893",,,,,,,,,,,,,,,,,,,,,
"The Book of Saint Nicholas. Translated from the Original Dutch
 of Dominie Nicholas Aegidius Oudenarde [pseud] (1836)",1836,"Paulding, James Kirke, 1778-1860",,,,,,,,,,,,,,,,,,,,,
Childe Roeliff's Pilgrimage: A Travelling Legend (1832),1832,"Paulding, James Kirke, 1778-1860",,,,,,,,,,,,,,,,,,,,,
Chronicles of the City of Gotham . . . (1830),1830,"Paulding, James Kirke, 1778-1860",,,,,,,,,,,,,,,,,,,,,
"The Dutchman's Fireside, Volume 1 (1831)",1831,"Paulding, James Kirke, 1778-1860",,,,,,,,,,,,,,,,,,,,,
"The Adventures of Harry Franco, volume 1 (1839)",1839,"Briggs, Charles F. (Charles Frederick), 1804-1877",,,,,,,,,,,,,,,,,,,,,
"The Dutchman's Fireside, Volume 2 (1831)",1831,"Paulding, James Kirke, 1778-1860",,,,,,,,,,,,,,,,,,,,,
"John Bull in America; or, The New Munchausen (1825)",1825,"Paulding, James Kirke, 1778-1860",,,,,,,,,,,,,,,,,,,,,
"Koningsmarke, the Long Finne: A Story of the New World, Volume 1 (1823)",1823,"Paulding, James Kirke, 1778-1860",,,,,,,,,,,,,,,,,,,,,
"Koningsmarke, the Long Finne: A Story of the New World, Volume 2 (1823)",1823,"Paulding, James Kirke, 1778-1860",,,,,,,,,,,,,,,,,,,,,
The Merry Tales of the Three Wise Men of Gotham (1826),1826,"Paulding, James Kirke, 1778-1860",,,,,,,,,,,,,,,,,,,,,
"The New Mirror for Travellers, and Guide to the Springs. By an
 Amateur . . . (1828)",1828,"Paulding, James Kirke, 1778-1860",,,,,,,,,,,,,,,,,,,,,
"The Old Continental; or, The Price of Liberty, Volume 1 . . .
 (1846)",1846,"Paulding, James Kirke, 1778-1860",,,,,,,,,,,,,,,,,,,,,
"The Old Continental; or, The Price of Liberty, Volume 2 . . .
 (1846)",1846,"Paulding, James Kirke, 1778-1860",,,,,,,,,,,,,,,,,,,,,
"The Adventures of Harry Franco, volume 2 (1839)",1839,"Briggs, Charles F. (Charles Frederick), 1804-1877",,,,,,,,,,,,,,,,,,,,,
"The Puritan and His Daughter, Volume 1 (1849)",1849,"Paulding, James Kirke, 1778-1860",,,,,,,,,,,,,,,,,,,,,
"The Puritan and His Daughter, Volume 2 (1849)",1849,"Paulding, James Kirke, 1778-1860",,,,,,,,,,,,,,,,,,,,,
"Selim, the Benefactor of Mankind (1832)",1832,"Paulding, James Kirke, 1778-1860",,,,,,,,,,,,,,,,,,,,,
"Tales of the Good Woman. By a Doubtful Gentleman . . .
 (1829)",1829,"Paulding, James Kirke, 1778-1860",,,,,,,,,,,,,,,,,,,,,
"Westward Ho! , Volume 1 (1832)",1832,"Paulding, James Kirke, 1778-1860",,,,,,,,,,,,,,,,,,,,,
"Westward Ho! , Volume 2 (1832)",1832,"Paulding, James Kirke, 1778-1860",,,,,,,,,,,,,,,,,,,,,
The Narrative of Arthur Gordon Pym of Nantucket (1838),1838,"Poe, Edgar Allan, 1809-1849",,,,,,,,,,,,,,,,,,,,,
"Tales of the Grotesque and Arabesque, volume 1 (1840)",1840,"Poe, Edgar Allan, 1809-1849",,,,,,,,,,,,,,,,,,,,,
"Bankrupt Stories, Edited by Harry Franco (1843)",1843,"Briggs, Charles F. (Charles Frederick), 1804-1877",,,,,,,,,,,,,,,,,,,,,
"Tales of the Grotesque and Arabesque, volume 2 (1840)",1840,"Poe, Edgar Allan, 1809-1849",,,,,,,,,,,,,,,,,,,,,
Barriers Burned Away. (1872),1872,"Roe, Edward Payson, 1838-1888",,,,,,,,,,,,,,,,,,,,,
From Jest to Earnest. (1875),1875,"Roe, Edward Payson, 1838-1888",,,,,,,,,,,,,,,,,,,,,
Opening a Chestnut Burr. (1874),1874,"Roe, Edward Payson, 1838-1888",,,,,,,,,,,,,,,,,,,,,
What Can She Do? (1873),1873,"Roe, Edward Payson, 1838-1888",,,,,,,,,,,,,,,,,,,,,
"Charlotte's Daughter; or, The Three Orphans. A Sequel to
 Charlotte Temple (1828)",1828,"Rowson, Mrs., 1762-1824",,,,,,,,,,,,,,,,,,,,,
"Idomen; or, the Vale of Yumuri. By Maria del Occidente
 (1843)",1843,"Brooks, Maria Gowen, 1794/5-1845",,,,,,,,,,,,,,,,,,,,,
"Charlotte: A Tale of Truth, Volume 1 . . . (1794)",1794,"Rowson, Mrs., 1762-1824",,,,,,,,,,,,,,,,,,,,,
"Charlotte: A Tale of Truth, Volume 2 . . . (1794)",1794,"Rowson, Mrs., 1762-1824",,,,,,,,,,,,,,,,,,,,,
The Fille de Chambre (1794),1794,"Rowson, Mrs., 1762-1824",,,,,,,,,,,,,,,,,,,,,
"Mentoria; or, The Young Lady's Friend, Volume 1 (1794)",1794,"Rowson, Mrs., 1762-1824",,,,,,,,,,,,,,,,,,,,,
"Mentoria; or, The Young Lady's Friend, Volume 2 (1794)",1794,"Rowson, Mrs., 1762-1824",,,,,,,,,,,,,,,,,,,,,
"Reuben and Rachel; or, Tales of Old Times, Volume 1 . . .
 (1798)",1798,"Rowson, Mrs., 1762-1824",,,,,,,,,,,,,,,,,,,,,
"Reuben and Rachel; or, Tales of Old Times, Volume 2 . . .
 (1798)",1798,"Rowson, Mrs., 1762-1824",,,,,,,,,,,,,,,,,,,,,
"Arthur Mervyn; or, Memoirs of the Year 1793 . . . Volume 1 [2
 pts.] (1799-1800)",1800,"Brown, Charles Brockden, 1771-1810",,,,,,,,,,,,,,,,,,,,,
"Sarah; or, The Exemplary Wife (1813)",1813,"Rowson, Mrs., 1762-1824",,,,,,,,,,,,,,,,,,,,,
"Trials of the Human Heart, Volume 1 (1795)",1795,"Rowson, Mrs., 1762-1824",,,,,,,,,,,,,,,,,,,,,
"Trials of the Human Heart, Volume 2 (1795)",1795,"Rowson, Mrs., 1762-1824",,,,,,,,,,,,,,,,,,,,,
"Trials of the Human Heart, Volume 3 (1795)",1795,"Rowson, Mrs., 1762-1824",,,,,,,,,,,,,,,,,,,,,
"Trials of the Human Heart, Volume 4 (1795)",1795,"Rowson, Mrs., 1762-1824",,,,,,,,,,,,,,,,,,,,,
"The Tennessean: A Novel, Founded on Facts (1827)",1827,"Royall, Anne Newport, 1769-1854",,,,,,,,,,,,,,,,,,,,,
"Fleetwood; or, The Stain of Birth. A Novel of American Life
 (1845)",1845,"Sargent, Epes, 1813-1880",,,,,,,,,,,,,,,,,,,,,
Peculiar: A Tale of the Great Transition. (1864),1864,"Sargent, Epes, 1813-1880",,,,,,,,,,,,,,,,,,,,,
"What's to Be done? or, The Will and the Way . . . (1842)",1842,"Sargent, Epes, 1813-1880",,,,,,,,,,,,,,,,,,,,,
"Arthur Mervyn; or, Memoirs of the Year 1793 . . . Volume 2 [2
 pts.] (1799-1800)",1800,"Brown, Charles Brockden, 1771-1810",,,,,,,,,,,,,,,,,,,,,
"A New England Tale, and Miscellanies. (1852)",1852,"Sedgwick, Catharine Maria, 1789-1867",,,,,,,,,,,,,,,,,,,,,
A New-England Tale (1822),1822,"Sedgwick, Catharine Maria, 1789-1867",,,,,,,,,,,,,,,,,,,,,
The Boy of Mount Rhigi . . . (1848),1848,"Sedgwick, Catharine Maria, 1789-1867",,,,,,,,,,,,,,,,,,,,,
"Clarence; or, A Tale of Our Own Times, Volume 1 (1830)",1830,"Sedgwick, Catharine Maria, 1789-1867",,,,,,,,,,,,,,,,,,,,,
"Clarence; or, A Tale of Our Own Times, Volume 2 (1830)",1830,"Sedgwick, Catharine Maria, 1789-1867",,,,,,,,,,,,,,,,,,,,,
Home (1835),1835,"Sedgwick, Catharine Maria, 1789-1867",,,,,,,,,,,,,,,,,,,,,
"Hope Leslie, volume 1 (1827)",1827,"Sedgwick, Catharine Maria, 1789-1867",,,,,,,,,,,,,,,,,,,,,
"Hope Leslie, volume 2 (1827)",1827,"Sedgwick, Catharine Maria, 1789-1867",,,,,,,,,,,,,,,,,,,,,
Le Bossu (1832),1832,"Sedgwick, Catharine Maria, 1789-1867",,,,,,,,,,,,,,,,,,,,,
"The Linwoods, volume 1 (1835)",1835,"Sedgwick, Catharine Maria, 1789-1867",,,,,,,,,,,,,,,,,,,,,
Clara Howard: In a Series of Letters . . . (1801),1801,"Brown, Charles Brockden, 1771-1810",,,,,,,,,,,,,,,,,,,,,
"The Linwoods, volume 2 (1835)",1835,"Sedgwick, Catharine Maria, 1789-1867",,,,,,,,,,,,,,,,,,,,,
